Cidade;UF;Longitude;Latitude
Chapecó;SC;-52.615190;-27.100448
Paial;SC;-52.497517;-27.254105
Arvoredo;SC;-52.454260;-27.074816
Cordilheira Alta;SC;-52.605582;-26.984403
Marema;SC;-52.626445;-26.802361
Lajeado Grande;SC;-52.564782;-26.857614
Xaxim;SC;-52.537446;-26.959643
Irati;SC;-52.895513;-26.653862
Jardinópolis;SC;-52.862524;-26.719136
Formosa do Sul;SC;-52.794636;-26.645272
Quilombo;SC;-52.723960;-26.726432
Novo Horizonte;SC;-52.828104;-26.444218
São Lourenço do Oeste;SC;-52.849837;-26.355660
Jupiá;SC;-52.729766;-26.395038
Vitorino;PR;-52.784266;-26.268282
Santiago do Sul;SC;-52.679852;-26.638784
Coronel Martins;SC;-52.669361;-26.511043
Entre Rios;SC;-52.558504;-26.722474
Ipuaçu;SC;-52.456633;-26.632025
São Domingos;SC;-52.531333;-26.554811
Galvão;SC;-52.687528;-26.454934
Pato Branco;PR;-52.670630;-26.229237
Mariópolis;PR;-52.549736;-26.351072
Salgado Filho;PR;-53.363116;-26.177664
Manfrinópolis;PR;-53.315257;-26.147968
Ampére;PR;-53.468640;-25.916791
Nova Esperança do Sudoeste;PR;-53.265240;-25.906070
Salto do Lontra;PR;-53.313528;-25.781257
Marmeleiro;PR;-53.026741;-26.147200
Renascença;PR;-52.970349;-26.158837
Francisco Beltrão;PR;-53.053466;-26.081677
Enéas Marques;PR;-53.165860;-25.944525
Irineópolis;SC;-50.795687;-26.242006
Bela Vista do Toldo;SC;-50.466354;-26.274625
Cruz Machado;PR;-51.342965;-26.016640
Porto Vitória;PR;-51.230976;-26.167404
Paula Freitas;PR;-50.930983;-26.210513
Inácio Martins;PR;-51.076925;-25.570395
Prudentópolis;PR;-50.975396;-25.211083
Paulo Frontin;PR;-50.830423;-26.046565
Mallet;PR;-50.817346;-25.880588
Rio Azul;PR;-50.798543;-25.730580
Canoinhas;SC;-50.395001;-26.176591
São Mateus do Sul;PR;-50.383985;-25.867655
Rebouças;PR;-50.687727;-25.623198
Irati;PR;-50.649287;-25.469663
Guamiranga;PR;-50.802109;-25.191167
Imbituva;PR;-50.598856;-25.228538
Fernandes Pinheiro;PR;-50.545601;-25.410742
Teixeira Soares;PR;-50.457072;-25.370100
Porto Murtinho;MS;-57.883586;-21.698078
Caracol;MS;-57.027672;-22.011017
Paranhos;MS;-55.429018;-23.891067
Coronel Sapucaia;MS;-55.527811;-23.272407
Amambaí;MS;-55.225327;-23.105760
Sete Quedas;MS;-55.039840;-23.970508
Tacuru;MS;-55.014137;-23.635954
Iguatemi;MS;-54.563731;-23.673555
Bela Vista;MS;-56.526288;-22.107327
Aral Moreira;MS;-55.633451;-22.938467
Antônio João;MS;-55.951681;-22.192701
Ponta Porã;MS;-55.720326;-22.529617
Bonito;MS;-56.483565;-21.126096
Jardim;MS;-56.148902;-21.479941
Guia Lopes da Laguna;MS;-56.111711;-21.458318
Pouso Novo;RS;-52.213588;-29.173793
Fontoura Xavier;RS;-52.344455;-28.981655
São José do Herval;RS;-52.294991;-29.052035
Arvorezinha;RS;-52.178080;-28.873690
Marques de Souza;RS;-52.097268;-29.331113
Travesseiro;RS;-52.053228;-29.297662
Relvado;RS;-52.077831;-29.116376
Capitão;RS;-51.985280;-29.267386
Nova Bréscia;RS;-52.031862;-29.218186
Putinga;RS;-52.156904;-29.004494
Ilópolis;RS;-52.125816;-28.928250
Doutor Ricardo;RS;-51.997155;-29.083957
Anta Gorda;RS;-52.010191;-28.969772
Itapuca;RS;-52.169283;-28.776844
Camargo;RS;-52.200263;-28.587979
Marau;RS;-52.198625;-28.449754
Nova Alvorada;RS;-52.163080;-28.682231
Montauri;RS;-52.076728;-28.646161
União da Serra;RS;-52.023783;-28.783285
Serafina Corrêa;RS;-51.935250;-28.712621
Vila Maria;RS;-52.148648;-28.535853
Casca;RS;-51.981452;-28.560516
Santo Antônio do Palma;RS;-52.026701;-28.495554
Gentil;RS;-52.033695;-28.431641
Roca Sales;RS;-51.865840;-29.288398
Encantado;RS;-51.870282;-29.235141
Imigrante;RS;-51.774752;-29.350776
Muçum;RS;-51.871367;-29.163002
Boa Vista do Sul;RS;-51.668725;-29.354406
Santa Tereza;RS;-51.735066;-29.165467
Vespasiano Correa;RS;-51.862495;-29.065506
Dois Lajeados;RS;-51.839584;-28.983006
Guaporé;RS;-51.889542;-28.839917
São Valentim do Sul;RS;-51.768356;-29.045056
Cotiporã;RS;-51.697067;-28.989106
Fagundes Varela;RS;-51.701425;-28.879386
Garibaldi;RS;-51.535179;-29.258979
Monte Belo do Sul;RS;-51.633263;-29.160740
Bento Gonçalves;RS;-51.516476;-29.166212
Carlos Barbosa;RS;-51.502847;-29.296949
Veranópolis;RS;-51.551614;-28.931197
Vila Flores;RS;-51.550371;-28.859825
Nova Roma do Sul;RS;-51.409511;-28.988173
Vista Alegre do Prata;RS;-51.794650;-28.805218
Paraí;RS;-51.789602;-28.596384
Nova Bassano;RS;-51.707194;-28.729088
Nova Araçá;RS;-51.745802;-28.653741
São Domingos do Sul;RS;-51.885980;-28.531151
Vanini;RS;-51.844723;-28.475833
David Canabarro;RS;-51.848205;-28.384907
Ciríaco;RS;-51.874143;-28.341913
Guabiju;RS;-51.694830;-28.542083
São Jorge;RS;-51.706422;-28.498445
Muliterno;RS;-51.769675;-28.325299
Passo Fundo;RS;-52.409112;-28.257564
Coxilha;RS;-52.302343;-28.127970
Mato Castelhano;RS;-52.193231;-28.280019
Ipiranga do Sul;RS;-52.427124;-27.940366
Erebango;RS;-52.300486;-27.854386
Sertão;RS;-52.258780;-27.979782
Estação;RS;-52.263536;-27.913468
Getúlio Vargas;RS;-52.229357;-27.891093
Vila Lângaro;RS;-52.143795;-28.106184
Água Santa;RS;-52.031004;-28.167228
Tapejara;RS;-52.009665;-28.065237
Floriano Peixoto;RS;-52.083775;-27.861391
Charrua;RS;-52.015005;-27.949268
Barão de Cotegipe;RS;-52.379820;-27.620785
Erechim;RS;-52.269690;-27.636380
Barra do Rio Azul;RS;-52.408375;-27.406855
Itá;SC;-52.321187;-27.290666
Aratiba;RS;-52.297461;-27.397787
Áurea;RS;-52.050506;-27.693586
Gaurama;RS;-52.091529;-27.585587
Nova Pádua;RS;-51.309752;-29.027509
Antônio Prado;RS;-51.288263;-28.856544
Flores da Cunha;RS;-51.187457;-29.026147
São Marcos;RS;-51.069559;-28.967659
Ipê;RS;-51.285931;-28.817098
Muitos Capões;RS;-51.183593;-28.313183
Campestre da Serra;RS;-51.094148;-28.792585
Vacaria;RS;-50.941791;-28.507868
Canela;RS;-50.811921;-29.355993
Jaquirana;RS;-50.363681;-28.881098
Monte Alegre dos Campos;RS;-50.783385;-28.680495
Bom Jesus;RS;-50.429453;-28.669703
Esmeralda;RS;-51.193270;-28.051762
Cerro Negro;SC;-50.867264;-27.794205
Celso Ramos;SC;-51.335003;-27.632708
Anita Garibaldi;SC;-51.127143;-27.689743
Campos Novos;SC;-51.227589;-27.400184
Abdon Batista;SC;-51.023275;-27.612628
Vargem;SC;-50.972355;-27.486714
Brunópolis;SC;-50.868370;-27.305781
Campo Belo do Sul;SC;-50.759550;-27.897540
Capão Alto;SC;-50.509788;-27.938936
São José do Cerrito;SC;-50.573305;-27.660189
Correia Pinto;SC;-50.361448;-27.587688
Curitibanos;SC;-50.581638;-27.282373
Ponte Alta;SC;-50.376404;-27.483497
São Cristovão do Sul;SC;-50.438807;-27.266627
Seara;SC;-52.299045;-27.156432
Xavantina;SC;-52.342994;-27.066700
Xanxerê;SC;-52.403579;-26.874694
Faxinal dos Guedes;SC;-52.259624;-26.845104
Arabutã;SC;-52.142263;-27.158691
Ipumirim;SC;-52.128873;-27.077215
Lindóia do Sul;SC;-52.068955;-27.054472
Concórdia;SC;-52.025962;-27.233461
Vargeão;SC;-52.154907;-26.862088
Passos Maia;SC;-52.056768;-26.782945
Ponte Serrada;SC;-52.011250;-26.873278
Bom Jesus;SC;-52.391900;-26.732595
Ouro Verde;SC;-52.310845;-26.692027
Abelardo Luz;SC;-52.322881;-26.571585
Clevelândia;PR;-52.350794;-26.404288
Palmas;PR;-51.988812;-26.483868
Coronel Domingos Soares;PR;-52.035650;-26.227684
Presidente Castello Branco;SC;-51.803342;-27.224778
Irani;SC;-51.901204;-27.028684
Jaborá;SC;-51.727899;-27.178233
Vargem Bonita;SC;-51.740238;-27.005456
Catanduvas;SC;-51.660158;-27.068972
Lacerdópolis;SC;-51.557660;-27.257941
Joaçaba;SC;-51.510788;-27.172105
Herval d'Oeste;SC;-51.491728;-27.190300
Luzerna;SC;-51.468221;-27.130363
Treze Tílias;SC;-51.408444;-27.002604
Água Doce;SC;-51.552812;-26.998452
Salto Veloso;SC;-51.404337;-26.902991
Honório Serpa;PR;-52.384839;-26.139021
Mangueirinha;PR;-52.174275;-25.942102
Reserva do Iguaçu;PR;-52.027215;-25.831905
Porto Barreiro;PR;-52.406744;-25.547696
Laranjeiras do Sul;PR;-52.410854;-25.407672
Virmond;PR;-52.198715;-25.382911
Foz do Jordão;PR;-52.118829;-25.737094
Candói;PR;-52.040876;-25.575847
Cantagalo;PR;-52.119818;-25.373359
Goioxim;PR;-51.991091;-25.192652
Pinhão;PR;-51.653595;-25.694388
Bituruna;PR;-51.551792;-26.160746
Guarapuava;PR;-51.462317;-25.390237
Ibicaré;SC;-51.368101;-27.088141
Ibiam;SC;-51.235154;-27.184658
Tangará;SC;-51.247253;-27.099576
Pinheiro Preto;SC;-51.224249;-27.048318
Iomerê;SC;-51.244227;-27.001920
Videira;SC;-51.154274;-27.008624
Arroio Trinta;SC;-51.340719;-26.925655
Macieira;SC;-51.370510;-26.855232
Monte Carlo;SC;-50.980785;-27.223916
Fraiburgo;SC;-50.919978;-27.023288
Rio das Antas;SC;-51.067414;-26.894615
Pérola;PR;-53.683353;-23.803898
Xambrê;PR;-53.488430;-23.736409
Vila Alta;PR;-53.728537;-23.508137
Icaraíma;PR;-53.614979;-23.394354
Querência do Norte;PR;-53.483022;-23.083758
Cascavel;PR;-53.459005;-24.957301
Corbélia;PR;-53.300576;-24.797122
Ibema;PR;-53.014616;-25.111335
Campo Bonito;PR;-52.993933;-25.029445
Braganey;PR;-53.121787;-24.817340
Anahy;PR;-53.133235;-24.644865
Iguatu;PR;-53.082724;-24.715277
Jesuítas;PR;-53.384920;-24.383918
Iracema do Oeste;PR;-53.352790;-24.426155
Cafelândia;PR;-53.320705;-24.618862
Nova Aurora;PR;-53.257449;-24.528859
Formosa do Oeste;PR;-53.311378;-24.295097
Ubiratã;PR;-52.986485;-24.539292
Quarto Centenário;PR;-53.075884;-24.277499
Goioerê;PR;-53.024842;-24.183481
Guaraniaçu;PR;-52.875531;-25.096822
Altamira do Paraná;PR;-52.712829;-24.798293
Diamante do Sul;PR;-52.676782;-25.035007
Nova Cantu;PR;-52.566078;-24.672324
Laranjal;PR;-52.470041;-24.886153
Juranda;PR;-52.841344;-24.420866
Campina da Lagoa;PR;-52.797590;-24.589323
Rancho Alegre D'Oeste;PR;-52.949883;-24.303548
Boa Esperança;PR;-52.787560;-24.246738
Janiópolis;PR;-52.778360;-24.140124
Mamborê;PR;-52.527119;-24.316951
Alto Piquiri;PR;-53.440045;-24.022427
Perobal;PR;-53.409838;-23.894861
Umuarama;PR;-53.320110;-23.765634
Mariluz;PR;-53.143242;-24.008888
Moreira Sales;PR;-53.005640;-24.052657
Maria Helena;PR;-53.205333;-23.615754
Cruzeiro do Oeste;PR;-53.077442;-23.779943
Ivaté;PR;-53.368705;-23.407206
Douradina;PR;-53.291794;-23.380720
Nova Olímpia;PR;-53.089799;-23.470252
Araruna;PR;-52.502101;-23.931500
Cianorte;PR;-52.605444;-23.659859
Terra Boa;PR;-52.447002;-23.768329
Jussara;PR;-52.469310;-23.621931
Coxim;MS;-54.750991;-18.501299
Pedro Gomes;MS;-54.550663;-18.099622
Sonora;MS;-54.755112;-17.569775
Itaipulândia;PR;-54.300102;-25.136623
Santa Helena;PR;-54.336010;-24.858494
Missal;PR;-54.247664;-25.091855
Ramilândia;PR;-54.023015;-25.119472
Diamante D'Oeste;PR;-54.105157;-24.941858
Entre Rios do Oeste;PR;-54.238507;-24.704210
São José das Palmeiras;PR;-54.057225;-24.836883
Pato Bragado;PR;-54.228115;-24.624625
Mercedes;PR;-54.161826;-24.453791
Marechal Cândido Rondon;PR;-54.056115;-24.557891
Terra Roxa;PR;-54.098816;-24.157455
Vera Cruz do Oeste;PR;-53.877096;-25.057688
Céu Azul;PR;-53.841473;-25.148876
São Pedro do Iguaçu;PR;-53.852141;-24.937311
Ouro Verde do Oeste;PR;-53.904303;-24.793258
Toledo;PR;-53.741177;-24.724641
Santa Tereza do Oeste;PR;-53.627417;-25.054316
Quatro Pontes;PR;-53.975885;-24.575152
Nova Santa Rosa;PR;-53.955249;-24.469293
Maripá;PR;-53.828641;-24.419978
Palotina;PR;-53.840422;-24.286784
Tupãssi;PR;-53.510510;-24.587887
Assis Chateaubriand;PR;-53.521327;-24.416826
Brasilândia do Sul;PR;-53.527527;-24.197762
Japorã;MS;-54.405946;-23.890325
Andrelândia;MG;-44.311690;-21.741088
Arantina;MG;-44.255519;-21.910171
Bom Jardim de Minas;MG;-44.188498;-21.947875
Santana do Garambéu;MG;-44.105044;-21.598344
Madre de Deus de Minas;MG;-44.328730;-21.483017
Conceição da Barra de Minas;MG;-44.472901;-21.131558
Ritápolis;MG;-44.320435;-21.027564
Piedade do Rio Grande;MG;-44.193834;-21.469021
São João del Rei;MG;-44.252646;-21.131054
Santa Cruz de Minas;MG;-44.220251;-21.124148
Tiradentes;MG;-44.174421;-21.110232
Coronel Xavier Chaves;MG;-44.220600;-21.027724
Prados;MG;-44.077798;-21.059748
Itaguaí;RJ;-43.779821;-22.863566
Piraí;RJ;-43.908071;-22.621497
Seropédica;RJ;-43.715482;-22.752584
Japeri;RJ;-43.660228;-22.643502
Jaupaci;GO;-50.950766;-16.177289
Santa Fé de Goiás;GO;-51.103706;-15.766426
Jussara;GO;-50.866818;-15.865877
Ivolândia;GO;-50.792076;-16.599526
Moiporá;GO;-50.739040;-16.543374
Cachoeira de Goiás;GO;-50.646041;-16.663516
Aurilândia;GO;-50.464123;-16.677260
São Luís de Montes Belos;GO;-50.372628;-16.521064
Córrego do Ouro;GO;-50.550301;-16.291774
Almeirim;PA;-52.581573;-1.520968
Laranjal do Jari;AP;-52.452962;-0.804911
Nova Veneza;SC;-49.505541;-28.633772
Siderópolis;SC;-49.431423;-28.595501
Itaiópolis;SC;-49.909200;-26.338975
Rio do Oeste;SC;-49.798896;-27.195155
Laurentino;SC;-49.733119;-27.217295
Rio do Sul;SC;-49.643016;-27.215596
Presidente Getúlio;SC;-49.624609;-27.047430
Wenceslau Braz;PR;-49.803201;-23.874217
Fartura;SP;-49.512403;-23.391643
Taguaí;SP;-49.402377;-23.445242
Tejupá;SP;-49.372244;-23.342458
Sarutaiá;SP;-49.476259;-23.272103
Piraju;SP;-49.380335;-23.198066
Tunas do Paraná;PR;-49.087889;-24.973084
Cerro Azul;PR;-49.253626;-24.822128
Adrianópolis;PR;-48.992164;-24.660607
Ribeira;SP;-49.004409;-24.651710
Itapirapuã Paulista;SP;-49.166151;-24.572033
Barra do Chapéu;SP;-49.023784;-24.472203
Bom Sucesso de Itararé;SP;-49.145104;-24.315511
Itaóca;SP;-48.841285;-24.639252
Apiaí;SP;-48.844271;-24.510819
Nova Campina;SP;-48.902179;-24.122367
Ribeirão Branco;SP;-48.763545;-24.220580
Barra do Turvo;SP;-48.501260;-24.759035
Estrela do Sul;MG;-47.695643;-18.739940
Monte Carmelo;MG;-47.491228;-18.730245
Douradoquara;MG;-47.599310;-18.433784
Abadia dos Dourados;MG;-47.391623;-18.483101
Coromandel;MG;-47.193348;-18.473364
Davinópolis;GO;-47.556795;-18.150084
Ipameri;GO;-48.158118;-17.721544
Urutaí;GO;-48.201481;-17.465097
Campo Alegre de Goiás;GO;-47.776815;-17.636346
Guimarânia;MG;-46.790145;-18.842460
Lagamar;MG;-46.806343;-18.175918
Vazante;MG;-46.908826;-17.982732
Lagoa Formosa;MG;-46.401236;-18.771489
Patos de Minas;MG;-46.501268;-18.569938
Presidente Olegário;MG;-46.416502;-18.409610
Lagoa Grande;MG;-46.516519;-17.832265
Guarda-Mor;MG;-47.099756;-17.767307
Paracatu;MG;-46.871064;-17.225166
São Sebastião da Vargem Alegre;MG;-42.634672;-21.073656
Rosário da Limeira;MG;-42.511196;-20.981227
Cantagalo;RJ;-42.366425;-21.979736
Macuco;RJ;-42.253288;-21.981345
Estrela Dalva;MG;-42.457430;-21.741231
Pirapetinga;MG;-42.343390;-21.655434
São Sebastião do Alto;RJ;-42.132816;-21.957792
Santa Maria Madalena;RJ;-42.009845;-21.954660
Itaocara;RJ;-42.075793;-21.674801
Santo Antônio de Pádua;RJ;-42.183157;-21.541038
Aperibé;RJ;-42.101661;-21.625231
Palma;MG;-42.312285;-21.374776
Barão de Monte Alto;MG;-42.237185;-21.244403
Muriaé;MG;-42.369304;-21.129965
Patrocínio do Muriaé;MG;-42.212491;-21.154387
Miracema;RJ;-42.193832;-21.414848
São José de Ubá;RJ;-41.951058;-21.366066
Laje do Muriaé;RJ;-42.127117;-21.209073
Santana do Riacho;MG;-43.721950;-19.166236
Bom Jesus do Amparo;MG;-43.478225;-19.705430
São Gonçalo do Rio Abaixo;MG;-43.365987;-19.822100
Itambé do Mato Dentro;MG;-43.318250;-19.415761
João Monlevade;MG;-43.173463;-19.812646
Bela Vista de Minas;MG;-43.092164;-19.830210
Nova Era;MG;-43.033267;-19.757738
Itabira;MG;-43.231230;-19.623936
Santa Maria de Itabira;MG;-43.106446;-19.443100
Morro do Pilar;MG;-43.379465;-19.223625
Santo Antônio do Rio Abaixo;MG;-43.260414;-19.237366
Conceição do Mato Dentro;MG;-43.422082;-19.034410
Dom Joaquim;MG;-43.254382;-18.961036
Passabém;MG;-43.138332;-19.350917
São Sebastião do Rio Preto;MG;-43.175670;-19.295906
Ferros;MG;-43.019232;-19.234309
Carmésia;MG;-43.138248;-19.087718
Nova Veneza;GO;-49.316789;-16.369518
Itaberaí;GO;-49.806034;-16.020551
Itauçu;GO;-49.610929;-16.202899
Taquaral de Goiás;GO;-49.603859;-16.052057
Itaguari;GO;-49.607084;-15.918044
Itaguaru;GO;-49.635375;-15.756470
Santa Rosa de Goiás;GO;-49.495326;-16.083983
Petrolina de Goiás;GO;-49.336371;-16.096849
Jesúpolis;GO;-49.373942;-15.948362
Uruana;GO;-49.686137;-15.499323
Carmo do Rio Verde;GO;-49.707975;-15.354914
Ceres;GO;-49.600006;-15.306109
Rialma;GO;-49.581399;-15.314482
Rianápolis;GO;-49.511399;-15.445649
Santa Isabel;GO;-49.425931;-15.295849
Rubiataba;GO;-49.804792;-15.161744
Nova Glória;GO;-49.573713;-15.144957
Itapaci;GO;-49.551122;-14.952235
Iporã;PR;-53.706031;-24.008349
Cafezal do Sul;PR;-53.512418;-23.900508
Cidade Gaúcha;PR;-52.943575;-23.377186
Indianópolis;PR;-52.698865;-23.476234
Rondon;PR;-52.765877;-23.411958
Guaporema;PR;-52.778605;-23.340218
Mirador;PR;-52.776081;-23.254951
Amaporã;PR;-52.786597;-23.094272
São Tomé;PR;-52.590125;-23.534946
São Manoel do Paraná;PR;-52.645376;-23.394137
Japurá;PR;-52.555720;-23.469273
Paraíso do Norte;PR;-52.605429;-23.282420
Nova Aliança do Ivaí;PR;-52.603244;-23.176271
São Carlos do Ivaí;PR;-52.476143;-23.315828
Tamboara;PR;-52.474272;-23.203558
Paranavaí;PR;-52.461724;-23.081650
Naviraí;MS;-54.199465;-23.061810
Fátima do Sul;MS;-54.513069;-22.378924
Vicentina;MS;-54.441507;-22.409801
Jateí;MS;-54.307934;-22.480633
Santa Isabel do Ivaí;PR;-53.198890;-23.002482
Loanda;PR;-53.136216;-22.923194
Marilena;PR;-53.040239;-22.733552
Nova Londrina;PR;-52.986770;-22.763931
Rosana;SP;-53.060296;-22.578173
Taquarussu;MS;-53.351891;-22.489797
Batayporã;MS;-53.270488;-22.294444
Nova Andradina;MS;-53.343715;-22.237971
Planaltina do Paraná;PR;-52.916242;-23.010146
Itaúna do Sul;PR;-52.887395;-22.728942
Diamante do Norte;PR;-52.861662;-22.654967
Guairaçá;PR;-52.690625;-22.931978
Terra Rica;PR;-52.618780;-22.711101
Euclides da Cunha Paulista;SP;-52.592779;-22.554520
Anaurilândia;MS;-52.719056;-22.185169
Santa Rita do Pardo;MS;-52.833338;-21.301604
Marquinho;PR;-52.249676;-25.112000
Palmital;PR;-52.202854;-24.885301
Mato Rico;PR;-52.145440;-24.699538
Roncador;PR;-52.271569;-24.595795
Luiziana;PR;-52.269022;-24.285284
Iretama;PR;-52.101161;-24.425290
Nova Tebas;PR;-51.945357;-24.437958
Godoy Moreira;PR;-51.924636;-24.172980
Campina do Simão;PR;-51.823710;-25.080171
Santa Maria do Oeste;PR;-51.869564;-24.937701
Boa Ventura de São Roque;PR;-51.627612;-24.868797
Pitanga;PR;-51.759645;-24.758773
Turvo;PR;-51.528223;-25.043671
Manoel Ribas;PR;-51.665822;-24.514363
Arapuã;PR;-51.785637;-24.313181
Ivaiporã;PR;-51.675426;-24.248533
Jardim Alegre;PR;-51.690197;-24.180913
Ariranha do Ivaí;PR;-51.583935;-24.385708
Grandes Rios;PR;-51.509378;-24.146606
Campo Mourão;PR;-52.378020;-24.046329
Peabiru;PR;-52.343107;-23.914013
Engenheiro Beltrão;PR;-52.265877;-23.797028
Ivatuba;PR;-52.220272;-23.618722
Corumbataí do Sul;PR;-52.117660;-24.100956
Barbosa Ferraz;PR;-52.003963;-24.033382
Fênix;PR;-51.980522;-23.913547
Quinta do Sol;PR;-52.130908;-23.853272
Floresta;PR;-52.080656;-23.603054
Itambé;PR;-51.991236;-23.660056
Doutor Camargo;PR;-52.217810;-23.558152
São Jorge do Ivaí;PR;-52.292907;-23.433592
Ourizona;PR;-52.196380;-23.405342
Floraí;PR;-52.302885;-23.317808
Alto Paraná;PR;-52.318893;-23.131247
Nova Esperança;PR;-52.203139;-23.182020
Paiçandu;PR;-52.046013;-23.455534
Mandaguaçu;PR;-52.094369;-23.345766
Maringá;PR;-51.933298;-23.420545
Presidente Castelo Branco;PR;-52.153563;-23.278233
Uniflor;PR;-52.157307;-23.086830
Brasilândia;MS;-52.036519;-21.254428
Presidente Venceslau;SP;-51.844744;-21.873233
Santo Anastácio;SP;-51.652662;-21.974662
Piquerobi;SP;-51.728164;-21.874671
Presidente Bernardes;SP;-51.556507;-22.008198
Ribeirão dos Índios;SP;-51.610343;-21.838201
Alfredo Marcondes;SP;-51.413956;-21.952700
Emilianópolis;SP;-51.483168;-21.831436
Santo Expedito;SP;-51.392894;-21.846657
Flora Rica;SP;-51.382107;-21.672738
Chapadão do Céu;GO;-52.548986;-18.407326
Alto Taquari;MT;-53.279220;-17.824050
Alto Araguaia;MT;-53.218125;-17.315324
Santa Rita do Araguaia;GO;-53.201236;-17.326910
Araguainha;MT;-53.031778;-16.857016
Mineiros;GO;-52.553672;-17.565388
Portelândia;GO;-52.679939;-17.355381
Uarini;AM;-65.113298;-2.996087
Atalaia;PR;-52.055096;-23.151721
Ângulo;PR;-51.915356;-23.194609
Flórida;PR;-51.954559;-23.084703
São Pedro do Ivaí;PR;-51.856775;-23.863394
São João do Ivaí;PR;-51.821544;-23.983281
Lunardelli;PR;-51.736783;-24.082055
Lidianópolis;PR;-51.650629;-24.109970
Kaloré;PR;-51.668709;-23.818835
Bom Sucesso;PR;-51.767056;-23.706313
Jandaia do Sul;PR;-51.644819;-23.601089
Borrazópolis;PR;-51.587507;-23.936607
Cruzmaltina;PR;-51.456331;-24.013218
Marumbi;PR;-51.640374;-23.705764
Novo Itacolomi;PR;-51.507890;-23.763080
Rio Bom;PR;-51.412240;-23.760583
Marialva;PR;-51.792802;-23.484316
Sarandi;PR;-51.876016;-23.444117
Mandaguari;PR;-51.671027;-23.544590
Iguaraçu;PR;-51.825552;-23.194896
Astorga;PR;-51.666777;-23.231827
Munhoz de Melo;PR;-51.773162;-23.146010
Cambira;PR;-51.579152;-23.589018
Apucarana;PR;-51.463486;-23.549961
Arapongas;PR;-51.425920;-23.415296
Pitangueiras;PR;-51.587277;-23.228134
Sabáudia;PR;-51.555005;-23.315512
Jaguapitã;PR;-51.534195;-23.110388
Ivaí;PR;-50.857041;-25.006734
Cândido de Abreu;PR;-51.337190;-24.564895
Rio Branco do Ivaí;PR;-51.318684;-24.324449
Rosário do Ivaí;PR;-51.272007;-24.268240
Ortigueira;PR;-50.918508;-24.205811
Reserva;PR;-50.846604;-24.649169
Ipiranga;PR;-50.579378;-25.023769
Imbaú;PR;-50.753269;-24.448010
Telêmaco Borba;PR;-50.617585;-24.324520
Tibagi;PR;-50.417587;-24.515316
Faxinal;PR;-51.322665;-24.007671
Mauá da Serra;PR;-51.227732;-23.898761
Marilândia do Sul;PR;-51.313737;-23.742534
Califórnia;PR;-51.357367;-23.656587
Tamarana;PR;-51.099054;-23.720365
Rolândia;PR;-51.365928;-23.310120
Cambé;PR;-51.279832;-23.276575
Londrina;PR;-51.169100;-23.303975
Ibiporã;PR;-51.052243;-23.265941
Jataizinho;PR;-50.977748;-23.257815
São Jerônimo da Serra;PR;-50.747536;-23.721765
Sapopema;PR;-50.580062;-23.907832
Curiúva;PR;-50.457638;-24.036168
Figueira;PR;-50.403068;-23.845542
Nova Santa Bárbara;PR;-50.759798;-23.586534
Santa Cecília do Pavão;PR;-50.783528;-23.520081
São Sebastião da Amoreira;PR;-50.762536;-23.465640
Assaí;PR;-50.845925;-23.369679
Santo Antônio do Paraíso;PR;-50.645541;-23.496903
Uraí;PR;-50.793873;-23.199997
Leópolis;PR;-50.751085;-23.081781
Nova América da Colina;PR;-50.716821;-23.330772
Cornélio Procópio;PR;-50.649770;-23.182911
